alpha,PESQ,STOI,SI-SDR,pesq_skipped,total_files
1.0,2.394472393989563,0.9190302218519953,12.848084452152252,0,100
1.5,2.3933256697654723,0.9166913649852774,14.11031305551529,0,100
2.0,2.359445799589157,0.9136751955167078,14.612582647800446,0,100
2.5,2.316432408094406,0.9102298219109681,14.631029909849167,0,100
