filename,PESQ,STOI,SI-SDR
p232_001.wav,2.922590970993042,0.8965752598451038,15.469013214111328
p232_002.wav,3.060075044631958,0.9695392370518827,11.317425727844238
p232_003.wav,2.8074309825897217,0.9717807354145459,6.727171897888184
p232_005.wav,1.3330641984939575,0.8819833344362824,1.8515448570251465
p232_006.wav,2.1986730098724365,0.965081599986505,16.845600128173828
p232_007.wav,1.5561246871948242,0.9369791311471869,11.809684753417969
p232_009.wav,1.8131518363952637,0.9609201832218119,6.765003204345703
p232_010.wav,1.220168113708496,0.78501341614119,0.8840235471725464
p232_011.wav,2.7345778942108154,0.9634774578316404,16.79964256286621
p232_012.wav,2.0521132946014404,0.9653859900781259,11.901177406311035
p232_013.wav,1.4170655012130737,0.9442679745361999,6.800461769104004
p232_014.wav,1.2718504667282104,0.9106886225379598,1.9250872135162354
p232_015.wav,3.63331937789917,0.9946358113240018,16.943992614746094
p232_016.wav,3.3645782470703125,0.9903459450619306,11.988688468933105
p232_017.wav,2.777815103530884,0.990455970372507,6.434597015380859
p232_019.wav,2.2043588161468506,0.9794962663487048,2.0538716316223145
p232_020.wav,2.8933358192443848,0.9586894592113511,16.233684539794922
p232_021.wav,2.592451333999634,0.976326237026404,11.910706520080566
p232_022.wav,1.6485514640808105,0.9699691210214072,6.988391876220703
p232_023.wav,1.3103325366973877,0.9372928049968076,1.9867020845413208
p232_024.wav,3.800859212875366,0.9973604855079715,16.80295753479004
p232_025.wav,2.916781425476074,0.9738174308492495,10.634760856628418
p232_027.wav,2.9150238037109375,0.9867244346750129,6.705356597900391
p232_028.wav,1.4478009939193726,0.8047396124628181,0.1978156566619873
p232_029.wav,1.7734355926513672,0.9735122575847465,16.518823623657227
p232_030.wav,1.9711129665374756,0.9901334623812432,11.712194442749023
p232_031.wav,1.554459571838379,0.7951144001221048,5.55612325668335
p232_032.wav,1.1114060878753662,0.7706354740422303,1.544093370437622
p232_033.wav,2.4667012691497803,0.8464625780776691,14.962989807128906
p232_034.wav,1.436669111251831,0.8631436671857367,10.070099830627441
p232_035.wav,1.5420119762420654,0.9698938304280802,6.633294105529785
p232_036.wav,1.1528326272964478,0.8186724382756396,1.5771329402923584
p232_037.wav,3.6478331089019775,0.9990617962355046,16.56267547607422
p232_038.wav,2.8358089923858643,0.9471542799492993,10.946918487548828
p232_039.wav,2.133232593536377,0.7698191961470875,4.422451019287109
p232_040.wav,2.4910261631011963,0.9909166467049628,0.4752121865749359
p232_041.wav,2.2606656551361084,0.9036666193364642,15.819559097290039
p232_042.wav,2.94832444190979,0.9982020970337928,11.229399681091309
p232_043.wav,1.603527545928955,0.8529323642227848,5.874641418457031
p232_044.wav,1.1209229230880737,0.7909335370449354,-0.27120640873908997
p232_045.wav,3.759193181991577,0.9633270548285133,14.372530937194824
p232_046.wav,2.034468412399292,0.8255102725157488,9.893855094909668
p232_047.wav,2.2973310947418213,0.9404248486260287,5.735201358795166
p232_048.wav,1.861639142036438,0.7019290745363533,-0.6567986011505127
p232_049.wav,2.7049269676208496,0.9964963651728513,16.442344665527344
p232_050.wav,1.6559542417526245,0.9110367739638696,10.475359916687012
p232_051.wav,1.4141027927398682,0.8736703810385474,5.157915115356445
p232_052.wav,1.1557683944702148,0.7323259832357152,1.2284361124038696
p232_053.wav,2.4097185134887695,0.9620153092534197,15.450033187866211
p232_054.wav,2.0360639095306396,0.976721092181367,11.706280708312988
p232_055.wav,1.8441798686981201,0.875025749896326,5.296255111694336
p232_056.wav,1.2753986120224,0.8113723814150613,0.5099243521690369
p232_057.wav,3.0159428119659424,0.9779529678470665,16.075960159301758
